rbd,nombre,región,comuna,cod_edu,rama_edu,total.lectura,promedio.lectura,mediana.lectura,desviación.lectura,total.matemática,promedio.matemática,mediana.matemática,desviación.matemática,total.historia,promedio.historia,mediana.historia,desviación.historia,total.ciencias,promedio.ciencias,mediana.ciencias,desviación.ciencias,total.nem,promedio.nem,mediana.nem,desviación.nem,total.ranking,promedio.ranking,mediana.ranking,desviación.ranking,tipo.dependencia,nivel.socioeconómico,ruralidad
16494,COLEGIO CRISTIANO DE CURICO,REGION DEL MAULE,CURICO,310,CIENTÍFICO-HUMANISTA DIURNO,32,495.2,497,105.34,32,493,501,93.95,21,499.6,503,102.35,22,461,472,85.95,34,675.4,694.5,109.96,34,689.8,703.5,123.66,Particular subvencionado,Medio,Urbano
437,ESCUELA TÉCNICO PROFESIONAL,REGION DE ATACAMA,COPIAPO,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,39,507,526,77.37,39,492.9,493,89.34,21,488,519,110.82,23,469.6,465,85.51,45,591.9,600,88.96,45,606.3,613,101.57,Particular subvencionado,Medio,Urbano
350,COLEGIO LIDIA MORENO,REGION DE ANTOFAGASTA,ANTOFAGASTA,310,CIENTÍFICO-HUMANISTA DIURNO,51,504.9,492,84.47,49,492.9,493,102.66,16,492.4,449.5,131.84,36,507,513,81.2,55,601.7,588,88.45,55,626.8,604,111.09,Particular subvencionado,Medio,Urbano
9484,COLEGIO SANTA ROSA,REGION METROPOLITANA DE SANTIAGO,SAN MIGUEL,310,CIENTÍFICO-HUMANISTA DIURNO,61,500.2,516,98.42,60,492.9,516,107.03,31,499.9,514,96.95,34,489.6,490.5,103.17,61,645.4,654,81.72,61,665.1,671,99.67,Particular subvencionado,Medio Alto,Urbano
18049,COLEGIO ADVENTISTA DE CONCEPCION,REGION DEL BIOBIO,TALCAHUANO,310,CIENTÍFICO-HUMANISTA DIURNO,71,499.5,521,92.45,71,492.9,493,89.58,31,504.8,503,91.15,59,490.9,498,92.87,77,624.3,637,114.33,77,632.9,642,122.89,Particular subvencionado,Medio Alto,Urbano
12062,LICEO MAURICIO HOCHSCHILD,REGION DEL BIOBIO,SAN PEDRO DE LA PAZ,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,169,495.6,492,81.34,170,492.9,501,83.48,109,491.7,491,86.8,99,488.6,500,75.83,187,572,568,86.06,187,595.6,585,110.29,Particular subvencionado,Medio Bajo,Urbano
40202,COLEGIO MONTESSORI MILLANTÚ,REGION DE VALPARAISO,VILLA ALEMANA,310,CIENTÍFICO-HUMANISTA DIURNO,25,542.5,526,83.46,25,492.8,501,130.56,19,545.3,555,89.93,15,495.2,522,99.4,26,753.2,776.5,73.68,26,758.4,783,77.3,Particular pagado,Alto,Urbano
4698,SAN PEDRO NOLASCO,REGION DEL BIOBIO,CONCEPCION,310,CIENTÍFICO-HUMANISTA DIURNO,45,512.5,535,98.27,45,492.8,509,106.83,23,507.9,538,93.12,35,533.1,538,89.45,46,618.6,623.5,106.73,46,639.2,639.5,125.9,Particular pagado,Alto,Urbano
5670,COLEGIO SAN FRANCISCO,REGION DE LA ARAUCANIA,TEMUCO,310,CIENTÍFICO-HUMANISTA DIURNO,57,506.5,511,86.17,56,492.8,485,87.95,33,533.8,533,86.76,40,497.2,516,81.06,59,598.3,621,97.51,59,622.7,647,119.89,Particular subvencionado,Medio Alto,Urbano
17876,AMERICAN JUNIOR COLLEGE,REGION DEL BIOBIO,CORONEL,310,CIENTÍFICO-HUMANISTA DIURNO,61,475.6,463,100.45,61,492.8,493,92.01,25,465.4,450,96.93,48,480.6,497.5,82.74,61,644.4,643,101.75,61,653.9,649,111.41,Particular subvencionado,Medio,Urbano
25969,COLEGIO TERCER MILENIO,REGION METROPOLITANA DE SANTIAGO,QUILICURA,310,CIENTÍFICO-HUMANISTA DIURNO,149,488.1,488,84.48,147,492.7,501,91.16,70,504.4,511,80.24,97,479.6,482,84.26,158,584,593,91.55,158,596.8,602,103.78,Particular subvencionado,Medio,Urbano
10030,LICEO POLIV.SAN JOSE DE LA PRECIOSA SANG,REGION METROPOLITANA DE SANTIAGO,QUINTA NORMAL,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,42,488.1,488,94.13,42,492.7,512.5,88.78,24,495.1,497,82.24,21,458.1,455,87.71,43,533.3,515,97.12,43,602.7,559,169.17,Particular subvencionado,Medio,Urbano
16751,LICEO BICENTENARIO DE CAUQUENES,REGION DEL MAULE,CAUQUENES,310,CIENTÍFICO-HUMANISTA DIURNO,83,479.7,488,87.32,83,492.7,493,94.02,52,476.8,488,92.54,69,485.4,496,85.16,88,644.7,643,115.08,88,650.6,645,120.94,Municipal DAEM,Medio Bajo,Urbano
12547,COLEGIO SAUCACHE,REGION DE ARICA Y PARINACOTA,ARICA,310,CIENTÍFICO-HUMANISTA DIURNO,115,475.5,478,97.18,116,492.7,501,92.85,64,477.3,461,97.46,86,493.1,506,90.11,122,634.4,645.5,119.75,122,643.9,651.5,128.65,Particular subvencionado,Medio Bajo,Urbano
8925,LICEO POLIVALENTE ARTURO ALESSANDRI P.,REGION METROPOLITANA DE SANTIAGO,PROVIDENCIA,310,CIENTÍFICO-HUMANISTA DIURNO,198,499.3,494.5,88.75,193,492.6,501,96.57,107,505.2,514,86.27,121,493.9,493,95.07,211,603.2,599,103.43,211,623.1,618,121.18,Municipal Corporación,Medio,Urbano
14413,COLEGIO SANTA CLARA,REGION DE VALPARAISO,VALPARAISO,310,CIENTÍFICO-HUMANISTA DIURNO,34,464.7,460.5,89.02,34,492.6,505,82.63,13,437.2,472,68.82,24,452.5,462.5,95.1,36,648.9,672.5,141.79,36,677.5,698.5,163.79,Particular subvencionado,Medio,Urbano
25347,COLEGIO SEBASTIAN EL CANO SAN BERNARDO,REGION METROPOLITANA DE SANTIAGO,SAN BERNARDO,310,CIENTÍFICO-HUMANISTA DIURNO,50,517.1,518.5,84.12,50,492.5,489,87.06,26,524.8,533.5,86.99,32,529.3,535.5,65.46,51,602.1,610,96.68,51,624,629,116.31,Particular subvencionado,Medio,Urbano
10783,LICEO GABRIELA MISTRAL DE MELIPILLA,REGION METROPOLITANA DE SANTIAGO,MELIPILLA,310,CIENTÍFICO-HUMANISTA DIURNO,24,505.2,485.5,101.29,24,492.5,489,80.72,16,487.8,496.5,94.78,12,465.1,466,97.49,26,623.8,599,87.17,26,669.7,648,110.25,Municipal Corporación,Bajo,Urbano
2656,COLEGIO DE LA PRECIOSA SANGRE,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,PICHILEMU,310,CIENTÍFICO-HUMANISTA DIURNO,36,494.4,492,101.82,35,492.5,501,114.31,30,511.8,513.5,93.03,24,491.8,482,94.54,36,678.7,678,79.14,36,690.1,687.5,90.03,Particular subvencionado,Medio,Urbano
3387,LICEO FEDERICO HEISE MARTI,REGION DEL MAULE,PARRAL,310,CIENTÍFICO-HUMANISTA DIURNO,13,456.7,443,110.11,13,492.5,466,70.48,10,460,450,93.64,11,435.5,434,76.86,16,666.3,653.5,103.1,16,729.6,741.5,122.41,Municipal DAEM,Bajo,Urbano
13384,SAINT JOHN´S SCHOOL,REGION DE COQUIMBO,LA SERENA,310,CIENTÍFICO-HUMANISTA DIURNO,67,501.8,497,89.56,66,492.2,508.5,80.32,29,509.9,514,77.97,48,485.2,493,81.17,70,589.4,590.5,89.93,70,609.5,605,107.56,Particular subvencionado,Medio,Urbano
12037,LICEO POLIVALENTE HERMANAS MAESTRAS DE LA SANTA CRUZ,REGION DEL BIOBIO,LAJA,310,CIENTÍFICO-HUMANISTA DIURNO,42,490.8,494.5,113.88,42,492.2,505,102.8,17,504.9,491,87.79,32,486.5,482,110.8,44,651,672.5,107.7,44,666.1,689,118.41,Particular subvencionado,Medio,Urbano
13417,COLEGIO ELQUI,REGION DE COQUIMBO,LA SERENA,310,CIENTÍFICO-HUMANISTA DIURNO,23,485.7,458,95.94,23,492.2,476,111.96,14,465.9,491,108.29,20,526.7,534,77.86,23,648.8,676,112.6,23,661.1,689,123.15,Particular subvencionado,Medio,Urbano
16512,COLEGIO DIEGO THOMPSON,REGION DEL MAULE,CURICO,310,CIENTÍFICO-HUMANISTA DIURNO,30,478.8,499.5,69.53,30,492.2,497,89.27,19,488.6,508,90.14,20,490,490,69.12,35,572.9,571,81.54,35,591.2,574,103.26,Particular subvencionado,Medio,Urbano
12509,LICEO PDTE. ANIBAL PINTO GARMENDIA.,REGION DE TARAPACA,IQUIQUE,310,CIENTÍFICO-HUMANISTA DIURNO,59,522.3,511,118.48,59,492.1,466,104.14,32,530.5,528.5,97.14,46,503,516,92.49,63,602.9,615,125.75,63,619.3,626,141.69,Particular subvencionado,Medio,Urbano
31037,LICEO INSTITUTO CUMBRE DE CONDORES,REGION METROPOLITANA DE SANTIAGO,RENCA,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,43,485,492,104.02,43,492.1,493,91.62,22,473.6,494,102.24,29,478.1,480,73.63,51,643.6,655,72.67,51,706.5,725,109.1,Municipal Corporación,Medio Bajo,Urbano
14860,COLEGIO HERMANO EUGENIO EYRAUD,REGION DE VALPARAISO,ISLA DE PASCUA,310,CIENTÍFICO-HUMANISTA DIURNO,8,514.8,540,97.82,8,492,493,74.99,8,472.6,478,64.95,7,469.7,493,106.9,9,641,648,116.07,9,661.3,648,140.02,Particular subvencionado,Medio Alto,Urbano
10479,COLEGIO ESTELA SEGURA,REGION METROPOLITANA DE SANTIAGO,PUENTE ALTO,310,CIENTÍFICO-HUMANISTA DIURNO,35,504.6,492,86.71,35,492,509,90.8,28,501.1,519,101.25,17,502.8,533,69.81,35,558.3,549,89.37,35,574.5,549,108.1,Particular subvencionado,Medio,Urbano
8422,LICEO BICENTENARIO MARIA MAZZARELLO,REGION DE MAGALLANES,NATALES,310,CIENTÍFICO-HUMANISTA DIURNO,26,489.8,492.5,109.99,26,491.9,516,101.96,15,513.6,508,91.99,18,491.8,491.5,78.26,26,714.5,742,92.32,26,734.1,768,107.2,Particular subvencionado,Medio,Urbano
5267,ESCUELA AGRICOLA EL VERGEL,REGION DE LA ARAUCANIA,ANGOL,710,TÉCNICO-PROFESIONAL AGRICOLA,11,456.5,448,107.81,11,491.9,523,74.17,11,499.5,491,93.11,7,448,465,52.95,14,555.3,534.5,119.35,14,629.8,630,164.88,Particular subvencionado,Bajo,Rural
17920,COLEGIO HISPANO AMERICANO RIO VIEJO,REGION DE ÑUBLE,CHILLAN,310,CIENTÍFICO-HUMANISTA DIURNO,78,499.9,488,97.46,78,491.8,497,84.17,55,501.7,508,85.85,56,476,464.5,93.6,79,598.2,582,101.73,79,625.5,599,126.78,Particular subvencionado,Medio Bajo,Urbano
1364,COLEGIO VALLE DE QUILLOTA,REGION DE VALPARAISO,QUILLOTA,310,CIENTÍFICO-HUMANISTA DIURNO,35,486.1,502,99.97,35,491.8,493,123.3,30,495.8,516,123.37,25,503.1,499,103.68,37,601.1,610,120.47,37,622.8,627,140.12,Municipal DAEM,Medio Bajo,Urbano
10232,COLEG. POLIV. SANTA MARIA DE LA PROVIDENCIA,REGION METROPOLITANA DE SANTIAGO,RENCA,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL COMERCIAL,27,466.8,468,85.48,27,491.8,501,76.23,18,476.7,491,80.91,15,439.9,455,83.42,31,563.8,572,121.66,31,609.2,598,168.43,Particular subvencionado,Medio,Urbano
15739,COLEGIO CHIMBARONGO,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,CHIMBARONGO,310,CIENTÍFICO-HUMANISTA DIURNO,31,503.7,497,95.69,31,491.7,509,79.89,19,488.5,479,107.47,23,482.3,486,73.31,32,633.7,648,108.55,32,664.1,679,131.66,Particular subvencionado,Medio Bajo,Urbano
329,LICEO BICENTENARIO INSTITUTO JOSÉ MAZA SANCHO,REGION DE ANTOFAGASTA,ANTOFAGASTA,310,CIENTÍFICO-HUMANISTA DIURNO,27,482.3,502,96.81,26,491.7,489,87.71,10,533.7,528.5,144.68,20,455.5,455.5,103.79,30,648.9,667,94.26,30,683.9,710,120.9,Municipal Corporación,Medio,Urbano
32,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,REGION DE ARICA Y PARINACOTA,ARICA,710,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA,13,424.2,423,140.9,13,491.7,523,112.26,6,371.2,373,84.04,8,453.8,470,115.24,15,667.5,666,97.25,15,692.9,697,114.2,Servicio Local de Educación,Bajo,Rural
25342,ESCUELA RAIMAPU-TIERRA FLORIDA,REGION METROPOLITANA DE SANTIAGO,LA FLORIDA,310,CIENTÍFICO-HUMANISTA DIURNO,56,538.6,535,108.38,54,491.6,505,105.18,32,555.4,549,82.96,25,537.3,533,88.91,61,664.2,659,88.83,61,698,690,112.91,Particular subvencionado,Medio Alto,Urbano
7989,COLEGIO PARTICULAR N. 244 `MADRE DE DIOS`,REGION DE LOS LAGOS,FRUTILLAR,310,CIENTÍFICO-HUMANISTA DIURNO,30,516.3,520.5,102.74,30,491.6,508.5,75.98,16,513.8,514,63.44,24,492.8,509,94.84,30,679.8,694.5,102.04,30,709,730,122.21,Particular subvencionado,Medio,Urbano
20167,COLEGIO LIAHONA,REGION DE LA ARAUCANIA,PUCON,310,CIENTÍFICO-HUMANISTA DIURNO,57,497.6,492,102.72,57,491.6,476,94.37,24,505.3,496.5,66.56,44,495.6,514.5,88.77,60,591.6,578,102.87,60,605.7,578,122.2,Particular subvencionado,Medio,Urbano
10232,COLEG. POLIV. SANTA MARIA DE LA PROVIDENCIA,REGION METROPOLITANA DE SANTIAGO,RENCA,310,CIENTÍFICO-HUMANISTA DIURNO,21,512.7,540,104.96,21,491.5,509,81.09,17,510.2,497,86.96,12,471.3,477,63.37,21,598.3,643,122.76,21,625.3,667,151.49,Particular subvencionado,Medio,Urbano
13565,COLEGIO MANANTIALES DE ELQUI,REGION DE COQUIMBO,LA SERENA,310,CIENTÍFICO-HUMANISTA DIURNO,36,478,485.5,94.05,36,491.5,500.5,80.4,21,500.2,485,79.83,24,479.8,482,88.75,38,604,601.5,113.27,38,618.8,613,129.35,Particular subvencionado,Medio,Urbano
22707,COLEGIO GILGAL,REGION DE LOS LAGOS,OSORNO,310,CIENTÍFICO-HUMANISTA DIURNO,4,454.3,443.5,103.4,4,491.5,474.5,57.46,3,384.3,362,85.71,1,493,493,0,4,679.5,691.5,115.48,4,722.3,752.5,144.57,Particular subvencionado,Bajo,Urbano
11950,COLEGIO MONTEVERDE,REGION METROPOLITANA DE SANTIAGO,PEÑALOLEN,310,CIENTÍFICO-HUMANISTA DIURNO,67,490.6,488,83.01,66,491.4,501,93.5,46,496.1,508.5,97.88,29,484.9,496,93.18,68,560.5,560,105.77,68,600.6,602,139.13,Particular subvencionado,Medio Bajo,Urbano
22672,COLEGIO ALTAS CUMBRES,REGION DE LOS LAGOS,PUERTO VARAS,310,CIENTÍFICO-HUMANISTA DIURNO,14,482.9,458,88.23,14,491.4,501,68.45,7,485.1,491,67.88,11,486,474,62.84,15,590.9,578,110.14,15,606.8,584,129.35,Particular subvencionado,Medio,Urbano
11766,COLEGIO INSTITUTO ARTÍSTICO DE ESTUDIOS SECUNDARIOS DE LA UNIVERSIDAD DE CHILE,REGION METROPOLITANA DE SANTIAGO,SANTIAGO,310,CIENTÍFICO-HUMANISTA DIURNO,27,550,545,91.69,27,491.3,509,89.61,23,539.3,542,99.54,7,492.7,437,103.04,29,576.6,567,87.21,29,613.3,579,126.82,Particular pagado,Alto,Urbano
12603,LICEO LOS CONDORES,REGION DE TARAPACA,ALTO HOSPICIO,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,15,472.9,453,97.95,15,491.3,476,78.96,13,473.6,485,91.57,7,469.4,468,52.32,18,679.6,668,92.77,18,704.2,685.5,112.16,Particular subvencionado,Medio Bajo,Urbano
3656,LICEO POLIVALENTE JUAN PACHECO ALTAMIRANO,REGION DE ÑUBLE,CHILLAN VIEJO,610,TÉCNICO-PROFESIONAL TECNICA Y SERVICIOS,3,412.7,372,99.45,3,491.3,540,93.98,3,460.3,433,55.32,1,408,408,0,5,619.6,655,76.73,5,649,693,101.85,Municipal DAEM,Bajo,Urbano
20129,ESCUELA GRACIA Y PAZ,REGION DE LA ARAUCANIA,TEMUCO,310,CIENTÍFICO-HUMANISTA DIURNO,35,515.1,516,86.98,35,491.1,501,117.1,20,507.4,521.5,78.2,23,534.3,538,98.66,41,581.6,593,77.51,41,614.5,625,103.48,Particular subvencionado,Medio,Urbano
8394,LICEO BICENTENARIO LUISA RABANAL PALMA,REGION DE AISEN,CHILE CHICO,510,TÉCNICO-PROFESIONAL INDUSTRIAL,8,415.6,458,92.14,8,491.1,501,52.5,6,441,440,79.65,3,402.3,438,63.52,11,532.5,508,101.29,11,602.4,508,183.57,Municipal DAEM,Medio Bajo,Rural
3871,LICEO BICENTENARIO POLITÉCNICO JOSÉ MANUEL PINTO ARIAS,REGION DE ÑUBLE,PINTO,510,TÉCNICO-PROFESIONAL INDUSTRIAL,4,381.3,389.5,113.17,4,491,466,56.86,2,456,456,32.53,3,469.3,519,86.03,6,592.5,548.5,127.03,6,614.7,557,154.29,Municipal DAEM,Bajo,Urbano
12518,COLEGIO DIOCESANO OBISPO LABBE,REGION DE TARAPACA,IQUIQUE,310,CIENTÍFICO-HUMANISTA DIURNO,30,511.4,511.5,94.69,29,490.9,466,93.16,11,514,547,126.57,22,488.8,504.5,103.19,31,637.2,632,98.79,31,657.5,643,114.11,Particular subvencionado,Medio,Urbano
14523,LIONS SCHOOL,REGION DE VALPARAISO,CARTAGENA,310,CIENTÍFICO-HUMANISTA DIURNO,82,486.8,497,80.98,81,490.9,501,108.58,36,491.5,502.5,104.03,65,477.4,496,86.32,84,667.3,676,94.2,84,677.8,685,102.42,Particular subvencionado,Medio,Urbano
18251,COLEGIO ALTURAS DE CHILLÁN,REGION DE ÑUBLE,CHILLAN,310,CIENTÍFICO-HUMANISTA DIURNO,28,481.1,485.5,85.15,27,490.9,493,98.99,17,506.2,491,92.98,16,450.8,464,119.91,29,570.6,556,80.33,29,590.9,556,109.32,Particular subvencionado,Medio Alto,Urbano
6830,COLEGIO NUESTRA SENORA DEL CARMEN,REGION DE LOS RIOS,VALDIVIA,310,CIENTÍFICO-HUMANISTA DIURNO,67,510.7,521,113.63,68,490.8,501,106.66,34,534.2,519,104.66,47,505.3,486,87.54,69,676.3,669,89.97,69,694.4,684,103.59,Particular subvencionado,Medio,Urbano
24231,COLEGIO DIEGO PORTALES,REGION DE AISEN,COIHAIQUE,310,CIENTÍFICO-HUMANISTA DIURNO,19,488.2,492,83.08,18,490.8,501,83.33,11,522.9,542,115.22,10,494.6,494.5,56.29,22,611.7,618,102.35,22,650.9,652,133.99,Particular subvencionado,Bajo,Urbano
1261,LICEO DOCTOR ROBERTO HUMERES O.,REGION DE VALPARAISO,SAN FELIPE,310,CIENTÍFICO-HUMANISTA DIURNO,8,503.8,523,114.19,7,490.7,501,95.95,5,555,555,44.05,3,545.7,545,50,10,630.1,689,152.21,10,673.7,749,176.94,Municipal DAEM,Bajo,Urbano
9519,COLEGIO BICENTENARIO SANTO CURA DE ARS,REGION METROPOLITANA DE SANTIAGO,SAN MIGUEL,310,CIENTÍFICO-HUMANISTA DIURNO,70,496.2,516,92.82,70,490.7,489,85.67,33,492.2,485,92.8,48,482.3,489.5,96.25,75,608.8,615,88.43,75,634.7,635,112.65,Particular subvencionado,Medio Alto,Urbano
24913,COLEGIO NUESTRA SENORA DE LA MERCED,REGION METROPOLITANA DE SANTIAGO,MELIPILLA,310,CIENTÍFICO-HUMANISTA DIURNO,16,488.9,514,103.96,16,490.7,493,87.86,10,525.5,533.5,70.04,9,521.9,516,109.85,17,563.5,528,132.6,17,583,528,159.67,Particular subvencionado,Medio Bajo,Urbano
5264,COLEGIO SAN FRANCISCO DE ASIS DE ANGOL,REGION DE LA ARAUCANIA,ANGOL,310,CIENTÍFICO-HUMANISTA DIURNO,77,488.5,492,83.95,76,490.7,516,97.82,36,481.3,502.5,86.89,57,483.2,493,88.53,81,621.3,632,79,81,635.7,644,90.15,Particular subvencionado,Medio,Urbano
1291,COLEGIO JOSE AGUSTIN GOMEZ,REGION DE VALPARAISO,SAN FELIPE,310,CIENTÍFICO-HUMANISTA DIURNO,38,514,511,98.52,38,490.6,485,87.48,21,508.6,491,74.48,23,520.9,533,103.31,38,656.6,676,79.93,38,684.6,702,102.81,Particular subvencionado,Medio,Urbano
10967,LICEO ELEUTERIO RAMIREZ MOLINA,REGION DE ANTOFAGASTA,CALAMA,310,CIENTÍFICO-HUMANISTA DIURNO,30,478.7,475.5,81.5,31,490.6,501,85.01,15,492.7,491,68.46,25,477.3,474,79.29,35,627.7,626,71.04,35,692.6,694,102.22,Municipal Corporación,Medio Bajo,Urbano
1262,LICEO BICENTENARIO GUILLERMO RICHARDS CUEVAS,REGION DE VALPARAISO,SAN FELIPE,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,175,465.8,478,81.81,175,490.6,501,77.52,116,477.7,485,84.2,85,448.9,455,84.71,212,571.6,579,85.62,212,588.9,590,103.17,Corporación de administración delegada,Medio Bajo,Urbano
25387,COLEGIO PARTICULAR SAN SEBASTIAN DE QUILICURA,REGION METROPOLITANA DE SANTIAGO,QUILICURA,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,11,436,453,101.16,10,490.6,478.5,98.73,6,450,468,80.85,4,391,389.5,137.27,20,458.8,434.5,88.02,20,470.9,434.5,115.41,Particular subvencionado,Medio Bajo,Urbano
8604,COLEGIO SANTA CRUZ,REGION METROPOLITANA DE SANTIAGO,SANTIAGO,310,CIENTÍFICO-HUMANISTA DIURNO,68,544,537.5,90.97,68,490.5,509,87.97,40,551.9,568,89.32,45,527.8,531,79.86,69,682.7,691,81.9,69,718.8,730,104.16,Particular subvencionado,Medio Alto,Urbano
2455,COLEGIO INMACULADA CONCEPCION,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,SAN FERNANDO,310,CIENTÍFICO-HUMANISTA DIURNO,74,508.3,513.5,109.35,73,490.5,493,98.65,43,516.2,524,105.14,60,495.2,491,98.15,76,648.4,648,90.05,76,664.3,665,101.62,Particular subvencionado,Medio,Urbano
15589,COLEGIO ALCALDE PEDRO URBINA,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,PEUMO,310,CIENTÍFICO-HUMANISTA DIURNO,16,491.9,488,66.7,16,490.5,501,94.18,6,525.5,566,88.97,9,458.8,444,80.6,17,571.2,582,58.01,17,626.1,638,117.57,Particular subvencionado,Medio Bajo,Urbano
9926,COLEGIO SOFIA INFANTE HURTADO,REGION METROPOLITANA DE SANTIAGO,MAIPU,310,CIENTÍFICO-HUMANISTA DIURNO,27,488.1,478,82.77,26,490.5,497,89.17,14,475.9,457,65.75,20,446.3,470,115.66,28,556.4,552.5,100.57,28,591.6,571,138.81,Particular subvencionado,Medio,Urbano
10832,COLEGIO POLIVALENTE SAN AGUSTIN,REGION METROPOLITANA DE SANTIAGO,MELIPILLA,310,CIENTÍFICO-HUMANISTA DIURNO,156,471.2,483,96.93,151,490.5,501,88.42,61,488.5,479,88.82,110,454.1,458,99.18,165,556.9,556,110.88,165,569.6,563,124.43,Particular subvencionado,Medio Bajo,Urbano
17800,COLEGIO SYDNEY COLLEGE,REGION DE ÑUBLE,CHILLAN,310,CIENTÍFICO-HUMANISTA DIURNO,68,517.8,535,99.58,68,490.4,493,89.54,37,499.4,497,96.26,54,472.5,464,87.31,70,631.2,626,105.45,70,650.1,637,124.43,Particular subvencionado,Medio,Urbano
4672,LICEO TÉCNICO PROFESIONAL JORGE SÁNCHEZ UGARTE,REGION DEL BIOBIO,CONCEPCION,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,72,491.7,483,93.17,73,490.4,493,84.17,36,483.6,468,96.18,54,484.9,482,79.53,75,591.7,590,92.61,75,604,594,106.77,Particular subvencionado,Medio Bajo,Urbano
24305,COLEGIO PIERRE FAURE,REGION DE MAGALLANES,PUNTA ARENAS,310,CIENTÍFICO-HUMANISTA DIURNO,34,488.3,483,79.52,34,490.4,505,93.52,20,493.4,491,109.58,22,474.3,491.5,86.39,34,620,593,82.09,34,635.9,594,101.85,Particular subvencionado,Medio,Urbano
4270,LICEO PARTICULAR CARLOS CONDELL,REGION DEL BIOBIO,LOS ANGELES,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,5,383.6,384,80.15,5,490.4,509,79.09,4,408,405,70.78,2,391.5,391.5,44.55,12,503.3,490,91.69,12,523.9,490,125.83,Particular subvencionado,Bajo,Urbano
31106,COLEGIO SAINT JOAN COLLEGE,REGION DEL BIOBIO,SANTA JUANA,310,CIENTÍFICO-HUMANISTA DIURNO,17,555.3,554,98.92,17,490.3,501,96.46,9,523,551,95.51,14,520.5,538,93.11,21,614.9,626,114.14,21,639.6,648,137.05,Particular subvencionado,Medio,Urbano
356,COLEGIO CORAZON DE MARIA,REGION DE ANTOFAGASTA,ANTOFAGASTA,310,CIENTÍFICO-HUMANISTA DIURNO,70,510.5,499.5,93.25,70,490.3,509,94.56,32,537.8,538,100.36,50,478.7,506,104.96,71,647,659,78.64,71,673.1,681,100.99,Particular subvencionado,Medio Alto,Urbano
649,COLEGIO PARTICULAR GABRIELA MISTRAL,REGION DE COQUIMBO,COQUIMBO,310,CIENTÍFICO-HUMANISTA DIURNO,98,469.8,473,101.07,98,490.3,497,101.4,47,477.3,472,95.12,75,484.3,499,95.88,112,568.3,563.5,99.57,112,584.1,567,117.65,Particular subvencionado,Medio,Urbano
