rbd,nombre,región,comuna,cod_edu,rama_edu,total.lectura,promedio.lectura,mediana.lectura,desviación.lectura,total.matemática,promedio.matemática,mediana.matemática,desviación.matemática,total.historia,promedio.historia,mediana.historia,desviación.historia,total.ciencias,promedio.ciencias,mediana.ciencias,desviación.ciencias,total.nem,promedio.nem,mediana.nem,desviación.nem,total.ranking,promedio.ranking,mediana.ranking,desviación.ranking,tipo.dependencia,nivel.socioeconómico,ruralidad
8666,COLEGIO SANTA ISABEL,REGION METROPOLITANA DE SANTIAGO,SANTIAGO,310,CIENTÍFICO-HUMANISTA DIURNO,33,489.1,492,83.06,33,463,476,91.94,18,511.5,502.5,101.9,25,469.1,462,74.32,33,671.6,702,82.41,33,687.2,721,95.17,Particular subvencionado,Medio,Urbano
1886,COLEGIO MANUEL BULNES PRIETO,REGION DE VALPARAISO,QUILPUE,310,CIENTÍFICO-HUMANISTA DIURNO,14,475.3,473,74.52,14,463,445,88.03,11,464.9,514,91.01,5,479.6,493,85.58,16,609.9,596.5,113.16,16,651.8,619.5,148.44,Municipal Corporación,Medio Bajo,Urbano
2105,LICEO INDUSTRIAL ERNESTO PINTO LAGARRIGUE,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,RANCAGUA,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,182,452.2,445.5,86.01,181,463,456,84.92,86,447.2,446,100.84,126,457.4,466.5,83.24,229,510.3,504,113.87,229,526.5,504,133.98,Corporación de administración delegada,Medio Bajo,Urbano
15792,COLEGIO REAL DE CAREN,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,MACHALI,310,CIENTÍFICO-HUMANISTA DIURNO,32,439.7,448,94.03,31,463,476,96.69,18,461.2,472,96.08,24,451.3,439,93.46,35,539.9,538,98.31,35,547.3,538,112.6,Particular subvencionado,Medio,Urbano
7326,LICEO INDUSTRIAL OSORNO,REGION DE LOS LAGOS,OSORNO,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,30,473.9,465.5,102.16,31,462.9,476,96.67,16,469.9,433,120.61,18,491.2,515,104.27,43,592.7,572,105.25,43,652.7,638,134.27,Municipal DAEM,Bajo,Urbano
25775,COLEGIO PARTICULAR DE ADULTOS SANTA MARIA DEL TRABAJO,REGION METROPOLITANA DE SANTIAGO,MAIPU,363,CIENTÍFICO-HUMANISTA NOCTURNO,5,373.2,378,26.22,5,462.8,445,64.72,2,360,360,49.5,3,442.3,449,67.25,10,570.5,590,87.49,10,608.3,619,124.5,NA,NA,NA
25697,COLEGIO O`HIGGINS,REGION METROPOLITANA DE SANTIAGO,MELIPILLA,310,CIENTÍFICO-HUMANISTA DIURNO,19,472.2,473,97.66,19,462.6,476,87.28,8,541.5,502.5,69.84,13,430.2,429,88.41,20,605.6,588.5,107.71,20,629.9,603,132.2,Particular subvencionado,Medio Bajo,Urbano
8925,LICEO POLIVALENTE ARTURO ALESSANDRI P.,REGION METROPOLITANA DE SANTIAGO,PROVIDENCIA,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,10,448.1,445,111.08,9,462.6,456,79.89,7,445.3,465,110.5,3,445,392,120.58,13,559.3,550,100.56,13,632.5,621,168.75,Municipal Corporación,Medio,Urbano
5323,LICEO BICENTENARIO POLIVALENTE LONQUIMAY,REGION DE LA ARAUCANIA,LONQUIMAY,310,CIENTÍFICO-HUMANISTA DIURNO,55,445.9,438,101.12,54,462.6,455.5,89.75,39,436.1,450,98.69,41,443.5,440,83.88,61,664.1,687,102.93,61,668.5,690,106.23,Municipal DAEM,Bajo,Urbano
40024,LICEO TECNICO MUNICIPAL JUAN HOPPE GANTZ,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,OLIVAR,510,TÉCNICO-PROFESIONAL INDUSTRIAL,12,410.3,405.5,90.98,12,462.6,480.5,84.68,10,450.4,481,111.88,8,440,467,107.74,14,502,494,80.2,14,557.2,514.5,151.65,Municipal DAEM,Bajo,Urbano
16935,LICEO TECNICO PROFESIONAL DE ADULTOS DE ANTOFAGASTA,REGION DE ANTOFAGASTA,ANTOFAGASTA,563,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,7,384.9,390,67.01,7,462.6,485,56.25,6,379.2,397.5,69.66,7,403.9,380,60.17,8,516.5,529,57.74,8,573.3,561.5,133.7,NA,NA,NA
6336,COLEGIO SANTA CRUZ DE LONCOCHE,REGION DE LA ARAUCANIA,LONCOCHE,310,CIENTÍFICO-HUMANISTA DIURNO,62,470.9,478,80.45,63,462.5,466,85.16,40,478.9,485,77.56,58,452.2,444,88.47,65,628,621,87.04,65,636.1,626,95.16,Particular subvencionado,Medio Bajo,Urbano
7578,LICEO AGRICOLA `VISTA HERMOSA`,REGION DE LOS LAGOS,RIO NEGRO,710,TÉCNICO-PROFESIONAL AGRICOLA,35,463.4,473,85.23,35,462.5,466,95.23,17,483.8,485,62.65,26,491.6,509,83.93,44,610,602.5,115.05,44,644.4,634,143.69,Corporación de administración delegada,Bajo,Urbano
16793,LICEO TECNICO PROFESIONAL LA ARAUCANA,REGION DEL BIOBIO,CONCEPCION,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,28,443.8,458,87.69,28,462.5,471,61.32,19,457.2,442,93.99,21,414.5,424,77.16,30,644.8,646,73.13,30,662.9,663,86.93,Particular subvencionado,Medio Bajo,Urbano
1503,ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO,REGION DE VALPARAISO,VALPARAISO,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,87,439.4,438,91.49,82,462.5,476,85.11,50,471.6,472,71.56,55,455,462,80.92,103,584.7,594,88.17,103,612.7,622,111.53,Corporación de administración delegada,Medio Bajo,Urbano
25496,INSTITUTO TECNOLOGICO SAN MATEO,REGION METROPOLITANA DE SANTIAGO,PUDAHUEL,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,68,447.4,445.5,83.42,68,462.4,466,92.49,32,433.3,419.5,72.93,44,444.5,448,81.8,80,562.1,553.5,106.08,80,572.6,555,119.3,Particular subvencionado,Medio Bajo,Urbano
18075,COLEGIO JAHVE NISI,REGION DEL BIOBIO,SANTA JUANA,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,4,364.5,374,78.62,3,462.3,456,69.72,2,418.5,418.5,33.23,2,389,389,69.3,4,544.8,542.5,35.73,4,552.5,544,48.13,Particular subvencionado,Bajo,Urbano
26164,COLEGIO SAN JOSE DE CERRILLOS,REGION METROPOLITANA DE SANTIAGO,CERRILLOS,310,CIENTÍFICO-HUMANISTA DIURNO,23,472.1,488,79.19,23,462.2,466,79.04,14,445.6,461,122.97,12,426.6,449.5,108.04,27,529.5,528,93.25,27,552.1,542,120.83,Particular subvencionado,Medio Bajo,Urbano
8474,LICEO BICENTENARIO HERNANDO DE MAGALLANES,REGION DE MAGALLANES,PORVENIR,310,CIENTÍFICO-HUMANISTA DIURNO,46,466.3,458,108.83,45,462.2,466,86.16,26,487,472,110.31,27,485.1,479,78.27,49,662.5,665,108.64,49,673.9,671,117.7,Municipal DAEM,Medio,Urbano
9959,COMPLEJO EDUCACIONAL MAIPU,REGION METROPOLITANA DE SANTIAGO,MAIPU,310,CIENTÍFICO-HUMANISTA DIURNO,141,460.4,473,91.34,142,462.2,476,92.41,72,473.6,472,85.64,92,475,476.5,87.83,152,587.9,593,100.31,152,610,610,121.16,Particular subvencionado,Medio Bajo,Urbano
20274,COLEGIO FOR LIFE,REGION DE LA ARAUCANIA,TEMUCO,310,CIENTÍFICO-HUMANISTA DIURNO,31,457.4,473,96.85,30,462.2,471,94.82,20,471.3,472,111.26,23,475.4,474,89.58,35,615.6,621,77.86,35,633.7,636,92.84,Particular subvencionado,Medio,Urbano
5729,LICEO TÉCNICO FEMENINO SANTA CRUZ ÑIELOL,REGION DE LA ARAUCANIA,TEMUCO,710,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA,6,436.8,410.5,75.64,6,462.2,476,55.87,1,640,640,0,6,464.3,449,77.97,7,627.9,644,71.21,7,664.9,688,95.28,Particular subvencionado,Medio Bajo,Urbano
12005,COLEGIO DON ORIONE,REGION DEL BIOBIO,LOS ANGELES,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,29,469.3,468,84.1,29,462.1,485,96.33,18,472.7,485,110.33,20,455.2,457,112.76,32,569.8,555.5,102.29,32,612.7,586.5,140.71,Particular subvencionado,Bajo,Urbano
1585,LICEO COEDUCACIONAL LA IGUALDAD,REGION DE VALPARAISO,VALPARAISO,310,CIENTÍFICO-HUMANISTA DIURNO,59,465.5,453,91.01,59,462.1,485,88.63,38,465.8,482,80.75,42,450.7,462,79.89,68,564.6,538,108.05,68,581.2,538,127.8,Particular subvencionado,Medio Bajo,Urbano
2205,LICEO PROFESOR MISAEL LOBOS MONROY,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,GRANEROS,310,CIENTÍFICO-HUMANISTA DIURNO,17,458,458,97.21,17,462.1,445,62.16,13,444.8,457,105.49,11,450.2,462,112.5,18,575.1,599,102.7,18,599.7,623.5,123.38,Municipal DAEM,Bajo,Urbano
1198,LICEO REPUBLICA ARGENTINA,REGION DE VALPARAISO,LOS ANDES,310,CIENTÍFICO-HUMANISTA DIURNO,9,406.7,401,40.56,9,462.1,466,60.27,5,437.8,405,94.51,4,450,459.5,63.2,11,574.1,571,71.33,11,633.1,622,114.34,Municipal DAEM,Bajo,Urbano
31080,COLEGIO RENACER TP,REGION METROPOLITANA DE SANTIAGO,PUENTE ALTO,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,18,388.6,392.5,68.8,17,462.1,456,67.99,9,420.7,424,47.71,11,392.1,369,80.88,19,535.3,515,105.14,19,563.4,515,140.39,Particular subvencionado,Bajo,Urbano
11336,COLEGIO PARTICULAR NOBEL SCHOOL,REGION DEL MAULE,PARRAL,310,CIENTÍFICO-HUMANISTA DIURNO,37,482.6,483,92.57,37,462,466,85.08,12,478.7,428.5,120.09,30,474.7,484,85.47,40,595.9,585.5,105.55,40,618.8,596,129.94,Particular subvencionado,Medio Bajo,Urbano
26305,COLEGIO MONTAHUE DE PEÑALOLEN,REGION METROPOLITANA DE SANTIAGO,PEÑALOLEN,310,CIENTÍFICO-HUMANISTA DIURNO,8,479,438,82.99,8,462,440.5,119.6,6,494.7,498,132.55,6,488,436.5,102.85,8,617.4,605,91.38,8,656,635,132.59,Particular pagado,Alto,Urbano
9587,LICEO MALAQUIAS CONCHA,REGION METROPOLITANA DE SANTIAGO,LA GRANJA,310,CIENTÍFICO-HUMANISTA DIURNO,18,466.4,455.5,147.48,18,461.9,428,92.09,14,491.8,505,112.12,12,426,429,102.93,22,562,569,136.85,22,608.8,617,176.15,Servicio Local de Educación,Bajo,Urbano
530,COLEGIO GABRIEL GONZALEZ VIDELA,REGION DE COQUIMBO,LA SERENA,310,CIENTÍFICO-HUMANISTA DIURNO,29,465.6,463,97.31,28,461.9,480.5,95.65,16,524.8,531,75.73,18,471.2,459.5,88.43,29,625.8,610,105.63,29,655.9,648,126.83,Municipal Corporación,Medio Bajo,Urbano
11177,COLEGIO PARROQUIAL SAN NICOLAS,REGION DE VALPARAISO,HIJUELAS,310,CIENTÍFICO-HUMANISTA DIURNO,60,456.8,453,89.23,58,461.9,456,72.52,25,443.5,450,87.59,54,447.4,441.5,82.09,64,613.8,601.5,99.26,64,626,610,112.63,Particular subvencionado,Medio Bajo,Urbano
15808,LICEO MIRELLA CATALAN URZUA,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,PAREDONES,610,TÉCNICO-PROFESIONAL TECNICA Y SERVICIOS,12,391.6,401,50.99,12,461.9,470.5,75.62,5,444.2,433,61.77,10,380.4,364,105.31,12,629.7,644,103.45,12,685.4,711,141.69,Municipal DAEM,Bajo,Urbano
24885,COLEGIO KING SCHOOL CORDILLERA,REGION METROPOLITANA DE SANTIAGO,LA PINTANA,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,62,449.5,448,86.88,59,461.8,456,74.62,28,433.9,446,80.93,39,451.4,438,81.39,82,510.8,500,104.14,82,524.6,500,124.01,Particular subvencionado,Bajo,Urbano
1522,COLEGIO PEDRO MONTT,REGION DE VALPARAISO,VALPARAISO,310,CIENTÍFICO-HUMANISTA DIURNO,5,358.2,311,83.63,5,461.8,523,109.63,2,413.5,413.5,72.83,4,380.8,375,56.99,6,482.7,472,87.23,6,496,480,105.39,Servicio Local de Educación,Medio Bajo,Urbano
15719,COLEGIO FRAY ANDRES,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,RANCAGUA,310,CIENTÍFICO-HUMANISTA DIURNO,15,496.1,516,108.1,15,461.7,476,117.37,11,491.9,547,136.59,6,531.3,532.5,111.82,15,626.9,626,129.32,15,655.6,646,148.5,Particular subvencionado,Medio,Urbano
16843,LICEO BICENTENARIO DE EXELENCIA TECNICO PROFESIONAL PEOPLE HELP PEOPLE DE PANGUIPULLI,REGION DE LOS RIOS,PANGUIPULLI,510,TÉCNICO-PROFESIONAL INDUSTRIAL,26,468,480.5,89.3,25,461.7,476,90.83,17,495,497,83.37,12,446.3,485,90.54,32,587.4,583,84.01,32,624.3,614,115.96,Particular subvencionado,Bajo,Urbano
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,REGION DE LA ARAUCANIA,CARAHUE,310,CIENTÍFICO-HUMANISTA DIURNO,89,459.2,443,96.88,88,461.7,456,90.75,56,468.3,453.5,100.08,74,460.4,464,96.73,93,615.8,610,118.88,93,632.8,620,135.1,Servicio Local de Educación,Medio Bajo,Urbano
3479,LICEO MANUEL MONTT,REGION DEL MAULE,SAN JAVIER,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,32,437.2,433,90.93,32,461.7,466,63.57,18,445.3,433,95.97,25,447.3,440,63.98,43,546.8,557,90.7,43,562,571,104.88,Municipal DAEM,Bajo,Urbano
2939,LICEO BICENTENARIO DIEGO PORTALES,REGION DEL MAULE,TALCA,310,CIENTÍFICO-HUMANISTA DIURNO,13,492.2,507,107.55,13,461.6,445,82.78,10,484.9,502,133.19,11,474.2,499,85.19,13,637.8,665,129.17,13,683.9,697,156.37,Municipal DAEM,Medio Bajo,Urbano
107,LICEO LIBERT. GRAL.BERNARDO O´HIGGINS,REGION DE TARAPACA,IQUIQUE,310,CIENTÍFICO-HUMANISTA DIURNO,47,471,483,83.98,46,461.6,456,93.31,27,492.9,479,53.99,33,471.2,466,60.75,49,582.2,588,109.06,49,595.6,605,119.82,Municipal Corporación,Medio Bajo,Urbano
19972,MOZART SCHOOL,REGION DE LA ARAUCANIA,ANGOL,310,CIENTÍFICO-HUMANISTA DIURNO,14,461.9,455.5,115.04,14,461.6,455.5,91.85,11,433.7,395,89.95,10,466.4,470,89.16,14,560.4,523.5,111.48,14,605.1,529,153.93,Particular subvencionado,Medio,Urbano
8457,INSTITUTO SAGRADA FAMILIA,REGION DE MAGALLANES,PUNTA ARENAS,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,25,461.4,463,104.08,24,461.6,471,59.05,14,487.1,472,66.35,15,433.3,452,89.62,26,676.2,670,88.75,26,700.1,695,104.34,Particular subvencionado,Medio Bajo,Urbano
16697,COLEGIO INITEC DE INNOVACION TECNOLOGICA,REGION DEL MAULE,CURICO,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,16,454.9,425,94.97,16,461.6,450.5,58.81,11,445.1,433,55.06,10,464.8,465,79.15,18,608.8,624.5,108.31,18,622.8,637.5,121.16,Particular subvencionado,Bajo,Urbano
11265,COLEGIO ENA BELLEMANS MONTTI,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,RANCAGUA,310,CIENTÍFICO-HUMANISTA DIURNO,31,474.3,473,80.89,30,461.5,480.5,88.71,13,449,465,93.39,20,455.7,459,105.21,32,640.3,629,82.5,32,667.5,647.5,106.49,Particular subvencionado,Medio Bajo,Urbano
3248,INSTITUTO COMERCIAL,REGION DEL MAULE,LINARES,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,92,456.7,458,80.28,91,461.5,466,72.62,67,468.7,450,93.29,61,421,426,72.24,106,571.7,564.5,103.27,106,581.3,568,114.29,Municipal DAEM,Bajo,Urbano
9688,LICEO JUAN GOMEZ MILLAS,REGION METROPOLITANA DE SANTIAGO,EL BOSQUE,310,CIENTÍFICO-HUMANISTA DIURNO,20,444.1,435.5,91.07,19,461.5,456,100.35,15,474.3,491,103.14,15,439.6,419,80.97,24,618.4,634.5,118.35,24,670.9,700.5,150.89,Municipal DAEM,Bajo,Urbano
9599,LICEO MUNICIPAL PURKUYEN,REGION METROPOLITANA DE SANTIAGO,SAN RAMON,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,8,376.1,386.5,65.34,8,461.5,471,86.85,8,390.1,384,43.98,7,449.4,455,63.48,9,527.2,550,87.66,9,549,576,108.04,Municipal DAEM,Bajo,Urbano
31068,COLEGIO TERRA MONTE,REGION METROPOLITANA DE SANTIAGO,COLINA,310,CIENTÍFICO-HUMANISTA DIURNO,19,482.8,463,93.95,19,461.4,445,90.08,11,461.6,384,112.88,12,450.6,426.5,119.27,22,548.7,558,104.92,22,585.5,587.5,144.41,Particular subvencionado,Medio Bajo,Urbano
25645,COLEGIO PART. NTRA. SRA. MARIA INMACULADA DEL,REGION METROPOLITANA DE SANTIAGO,EL BOSQUE,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,68,452.3,458,81.68,67,461.4,476,82.56,42,461.9,450,94.82,30,457,452,63.14,80,540.9,546,64.05,80,590.5,596,106.38,Particular subvencionado,Medio Bajo,Urbano
6253,COMPLEJO EDUC.MONSENOR GUILLERMO HARTL,REGION DE LA ARAUCANIA,PITRUFQUEN,610,TÉCNICO-PROFESIONAL TECNICA Y SERVICIOS,27,440.9,433,95.53,27,461.4,466,76.03,21,443.8,450,114.38,7,421.1,434,78.16,33,575.5,572,95.41,33,589.5,581,110.56,Particular subvencionado,Medio Bajo,Urbano
16997,COLEGIO AMERICAN SCHOOL,REGION METROPOLITANA DE SANTIAGO,PEÑAFLOR,310,CIENTÍFICO-HUMANISTA DIURNO,17,515.8,554,76.83,17,461.3,445,90.17,10,533.1,553,65.19,15,487.1,482,59.13,19,590.5,659,122.75,19,678.1,724,189.61,Particular subvencionado,Medio,Urbano
8429,LICEO LUIS ALBERTO BARRERA,REGION DE MAGALLANES,PUNTA ARENAS,310,CIENTÍFICO-HUMANISTA DIURNO,97,487.8,492,90.52,94,461.3,471,85.54,48,484.9,503,105.05,65,472.2,470,85.1,109,597.4,610,85.27,109,612.8,624,99.62,Municipal Corporación,Medio,Urbano
25781,COLEGIO BICENTENARIO ARZOBISPO CRESCENTE ERRAZURIZ,REGION METROPOLITANA DE SANTIAGO,PUENTE ALTO,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,28,445.4,458,100.6,28,461.3,471,76.27,17,413.6,405,91.36,15,454.7,452,65.39,32,523.1,537,93.41,32,544.6,539,121,Particular subvencionado,Medio,Urbano
12602,ESC. BASICA Y PARV. KRONOS SCHOOL,REGION DE TARAPACA,ALTO HOSPICIO,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,11,444,412,74.25,11,461.3,476,108.53,10,433.4,419.5,57.14,8,480.3,505.5,69.09,21,610.9,613,85.04,21,686.4,664,124.84,Particular subvencionado,Bajo,Urbano
10543,LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN,REGION METROPOLITANA DE SANTIAGO,SAN BERNARDO,310,CIENTÍFICO-HUMANISTA DIURNO,15,426.9,423,116.5,15,461.3,434,111.59,7,476.6,503,109.98,9,435.8,462,91.27,16,614.6,645.5,126.54,16,673.3,730.5,158.36,Municipal Corporación,Medio Bajo,Urbano
31509,ESCUELA PREMILITAR GENERAL BERNARDO OHIGGINS RIQUELME,REGION METROPOLITANA DE SANTIAGO,PEÑAFLOR,310,CIENTÍFICO-HUMANISTA DIURNO,17,419.8,443,106.17,15,461.3,445,86.15,10,461.1,475.5,55.46,12,426.6,446.5,73.2,17,589,621,100.07,17,668.1,722,162.19,Particular subvencionado,Medio Bajo,Urbano
3127,ESCUELA AGRICOLA SAN JOSE DE DUAO,REGION DEL MAULE,MAULE,710,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA,33,403.2,417,89.78,32,461.3,456,56.01,14,430.6,437.5,75.54,28,399.7,416,98.82,34,574.7,559,95,34,608.8,587.5,125.06,Corporación de administración delegada,Bajo,Urbano
1739,ESC. DE TRIPULANTES Y PORTUARIA DE VALPARAISO,REGION DE VALPARAISO,VALPARAISO,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,13,495.9,507,76.11,13,461.2,456,92.18,11,475.5,503,85.5,2,440,440,48.08,19,566.2,557,85.79,19,602.3,587,116.87,Particular subvencionado,Medio Bajo,Urbano
9917,COLEGIO POLIVALENTE PATRICIO MEKIS,REGION METROPOLITANA DE SANTIAGO,MAIPU,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,18,475,468,103.82,18,461.2,460.5,110.03,16,479.1,479,64.74,5,467,452,136.51,21,543.5,525,81.78,21,572.2,541,114.9,Particular subvencionado,Medio Bajo,Urbano
11931,CENTRO EDUC.PART.ORDEN DE SAN JORGE,REGION METROPOLITANA DE SANTIAGO,SAN BERNARDO,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,33,466.3,458,88.56,33,461.2,456,78.57,15,461.6,457,73.42,22,445.5,452.5,90.75,39,568.4,561,104.36,39,608.4,588,141.06,Particular subvencionado,Medio Bajo,Urbano
25396,CENTRO POLITECNICO PARTICULAR CONCHALI,REGION METROPOLITANA DE SANTIAGO,CONCHALI,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,37,459.6,473,88.2,35,461.2,466,82.67,20,461.4,472,71.26,24,462.4,446.5,82.99,44,567,562.5,101.2,44,587.1,567.5,120.21,Particular subvencionado,Medio Bajo,Urbano
