rbd|nombre|región|comuna|cod_edu|rama_edu|total lectura|promedio lectura|mediana lectura|desviación lectura|total matemática|promedio matemática|mediana matemática|desviación matemática|total historia|promedio historia|mediana historia|desviación historia|total ciencias|promedio ciencias|mediana ciencias|desviación ciencias|total nem|promedio nem|mediana nem|desviación nem|total ranking|promedio ranking|mediana ranking|desviación ranking
10520|LICEO EL PRINCIPAL|REGION METROPOLITANA DE SANTIAGO|PIRQUE|310|CIENTÍFICO-HUMANISTA DIURNO|27.0|397.7|390.0|102.21|26.0|415.8|402.5|82.73|14.0|431.3|419.5|102.53|18.0|421.1|414.0|83.7|33.0|537.4|513.0|148.77|33.0|546.8|513.0|162.81
10516|LICEO MUNIC. TEC. PROF. EL LLANO|REGION METROPOLITANA DE SANTIAGO|PIRQUE|310|CIENTÍFICO-HUMANISTA DIURNO|26.0|453.0|465.5|95.49|25.0|453.3|456.0|71.85|14.0|493.8|481.0|107.48|10.0|415.0|429.0|95.79|31.0|527.4|501.0|131.25|31.0|543.4|501.0|154.31
10516|LICEO MUNIC. TEC. PROF. EL LLANO|REGION METROPOLITANA DE SANTIAGO|PIRQUE|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL COMERCIAL|8.0|436.9|467.5|109.82|8.0|406.9|400.5|108.56|4.0|466.8|471.5|98.21|5.0|398.8|408.0|115.09|13.0|505.7|484.0|75.81|13.0|521.8|484.0|101.14
10516|LICEO MUNIC. TEC. PROF. EL LLANO|REGION METROPOLITANA DE SANTIAGO|PIRQUE|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|10.0|377.7|369.0|62.05|11.0|467.9|485.0|56.91|11.0|430.7|415.0|63.38|6.0|419.2|430.0|30.06|17.0|514.5|508.0|99.04|17.0|544.1|518.0|135.57
25402|COL. PART. SALES. EL PATROCINIO DE SAN JOSE|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|79.0|560.5|569.0|107.12|79.0|596.2|611.0|99.14|33.0|571.0|570.0|104.08|65.0|574.2|581.0|109.01|81.0|688.4|709.0|77.56|81.0|700.0|721.0|86.14
25666|COLEGIO INSTITUTO PASCAL|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|18.0|437.7|440.5|102.42|17.0|477.7|476.0|84.18|11.0|467.1|465.0|111.66|9.0|483.0|474.0|94.66|19.0|509.7|501.0|130.59|19.0|528.6|501.0|158.77
8992|COLEGIO ALEMAN SANKT THOMAS MORUS|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|53.0|633.3|634.0|92.5|53.0|671.2|662.0|81.07|14.0|671.0|691.5|97.32|42.0|660.9|661.5|77.74|54.0|746.1|762.5|66.06|54.0|761.8|781.0|77.09
8998|COLEGIO CAMBRIDGE COLLEGE|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|29.0|654.3|667.0|87.44|29.0|685.6|692.0|62.25|7.0|635.1|616.0|88.83|23.0|690.1|689.0|73.42|29.0|756.8|774.0|48.7|29.0|783.1|805.0|64.09
8974|COLEGIO CAMPVS COLLEGE|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|21.0|582.6|574.0|94.14|21.0|588.2|590.0|80.07|10.0|566.7|581.0|83.44|13.0|555.8|581.0|110.68|22.0|655.5|664.0|104.32|22.0|673.1|685.0|121.22
8950|COLEGIO COMPANIA DE MARIA-SEMINARIO|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|56.0|569.3|586.5|80.25|56.0|568.5|568.0|90.27|36.0|605.2|621.0|83.98|25.0|599.5|596.0|92.37|56.0|708.0|720.0|83.27|56.0|725.4|739.0|96.25
25054|COLEGIO DE ADULTOS CASA DE ESTUDIOS FUTURO|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|363|CIENTÍFICO-HUMANISTA NOCTURNO|66.0|534.2|545.0|110.15|66.0|522.8|516.0|101.25|46.0|553.0|544.5|98.88|27.0|573.7|567.0|85.84|64.0|681.6|717.0|118.14|64.0|694.4|737.0|125.87
26030|COLEGIO DE ADULTOS INSTITUTO NUEVO BILBAO|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|363|CIENTÍFICO-HUMANISTA NOCTURNO|34.0|446.2|458.0|87.34|34.0|446.5|456.0|96.18|19.0|471.2|485.0|98.34|21.0|470.3|474.0|68.82|36.0|606.5|611.5|86.14|36.0|647.7|645.0|116.03
8981|COLEGIO DE LOS SAGRADOS CORAZONES PROVIDENCIA|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|48.0|582.6|586.5|76.1|48.0|573.5|596.0|112.53|21.0|619.0|588.0|88.62|30.0|567.3|582.5|92.4|49.0|708.3|698.0|63.31|49.0|721.1|706.0|73.86
8761|COLEGIO INSTITUTO DE HUMANIDADES LUIS CAMPINO|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|91.0|569.0|589.0|99.23|91.0|574.3|596.0|108.79|30.0|542.2|554.0|100.62|71.0|589.5|618.0|94.96|92.0|694.0|716.5|98.81|92.0|703.5|726.5|106.19
24985|COLEGIO KENDAL ENGLISH SCHOOL ANEXO|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|13.0|521.5|492.0|114.23|13.0|556.0|551.0|95.78|8.0|589.1|598.5|90.09|6.0|585.2|606.0|104.64|13.0|711.5|709.0|74.52|13.0|726.4|717.0|87.71
8956|COLEGIO LATINOAMERICANO DE INTEGRACION|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|15.0|539.3|545.0|116.49|15.0|497.5|540.0|107.69|12.0|549.3|535.5|83.0|7.0|509.6|496.0|78.14|16.0|685.7|703.5|87.09|16.0|721.6|742.5|111.18
8876|COLEGIO MANANTIALES|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|6.0|465.0|487.5|73.26|6.0|469.0|492.5|105.72|5.0|462.8|519.0|109.52|4.0|499.3|507.5|38.99|5.0|559.6|588.0|65.88|5.0|578.2|609.0|82.39
8954|COLEGIO MARIA INMACULADA|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|63.0|575.7|569.0|80.87|63.0|561.9|576.0|89.53|33.0|577.2|581.0|71.96|48.0|555.2|545.5|82.2|65.0|693.7|709.0|83.37|65.0|700.3|714.0|87.57
8988|COLEGIO MARIANO|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|29.0|603.3|623.0|94.34|29.0|621.8|644.0|88.46|19.0|638.1|668.0|105.68|16.0|621.4|654.0|126.48|29.0|749.0|753.0|56.8|29.0|764.4|766.0|64.71
25541|COLEGIO PART. JOSEFINO SANTISIMA TRINIDAD|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|38.0|595.7|594.5|89.44|38.0|625.2|630.0|109.71|17.0|553.2|542.0|129.35|30.0|628.2|610.5|83.46|40.0|694.7|700.0|67.54|40.0|724.5|735.0|89.72
8944|COLEGIO PARTICULAR REGINA PACIS|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|74.0|495.6|487.5|103.23|72.0|489.6|493.0|104.16|39.0|511.5|529.0|100.07|42.0|498.6|520.0|91.32|76.0|603.1|623.5|118.83|76.0|629.4|649.0|139.5
11871|COLEGIO PEDRO DE VALDIVIA|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|67.0|599.7|600.0|104.54|67.0|629.3|627.0|86.23|28.0|611.5|636.5|117.36|49.0|645.3|630.0|91.74|67.0|744.4|735.0|64.12|67.0|763.0|761.0|74.12
8938|COLEGIO POLIV. PROF. GUILLERMO GONZALEZ HEIN|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|17.0|447.8|463.0|90.81|17.0|427.1|409.0|62.66|10.0|476.4|485.0|39.88|9.0|417.9|438.0|68.29|24.0|562.4|546.0|77.77|24.0|589.0|566.5|99.49
8938|COLEGIO POLIV. PROF. GUILLERMO GONZALEZ HEIN|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|21.0|517.5|502.0|112.17|21.0|497.7|529.0|103.63|14.0|553.9|533.0|90.31|12.0|507.3|508.0|95.19|23.0|633.3|643.0|83.7|23.0|693.4|720.0|117.77
8938|COLEGIO POLIV. PROF. GUILLERMO GONZALEZ HEIN|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|8.0|404.0|373.0|121.43|8.0|444.9|475.5|84.01|6.0|417.2|424.0|76.24|3.0|492.0|491.0|40.51|9.0|579.6|594.0|63.7|9.0|607.9|629.0|81.54
8966|COLEGIO SAINT GABRIEL´S SCHOOL LOCAL SEDE|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|114.0|634.2|634.0|84.29|114.0|666.4|677.0|86.87|54.0|620.4|626.0|83.55|80.0|662.6|665.5|67.85|114.0|718.9|724.0|57.02|114.0|729.9|735.0|65.04
8996|COLEGIO SAN IGNACIO EL BOSQUE|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|128.0|633.3|650.0|94.33|128.0|657.0|668.0|103.68|83.0|623.8|651.0|108.61|76.0|666.3|690.5|100.42|128.0|724.8|735.0|68.11|128.0|732.5|741.0|74.73
8959|COLEGIO SUPERIOR CAMBRIDGE|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|16.0|539.3|552.0|85.81|16.0|514.6|518.0|105.95|10.0|536.8|526.5|97.9|12.0|524.1|552.0|89.78|17.0|635.7|676.0|131.58|17.0|673.6|738.0|159.02
9003|COLEGIO THE ENGLISH INSTITUTE|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|98.0|644.7|653.0|101.04|98.0|652.3|659.0|86.29|38.0|641.8|656.0|107.55|74.0|653.2|662.0|75.27|99.0|744.6|764.0|64.95|99.0|756.3|777.0|72.35
9271|COLEGIO THE KENT SCHOOL|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|54.0|665.9|650.0|78.72|54.0|674.3|678.0|72.54|26.0|680.0|665.0|72.76|32.0|689.5|699.0|67.26|54.0|707.3|718.5|88.24|54.0|717.9|726.0|97.47
8984|COLEGIO TREWHELA´S ENGLISH SCHOOL|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|74.0|626.0|620.0|82.1|74.0|654.1|660.0|85.1|22.0|669.9|666.5|109.32|58.0|647.5|659.0|68.01|75.0|717.1|724.0|73.92|75.0|726.5|734.0|80.41
11993|ESCUELA BASICA JUAN PABLO DUARTE|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|18.0|540.8|547.5|105.03|18.0|529.0|577.5|103.38|10.0|523.4|508.5|105.86|13.0|503.3|493.0|92.39|19.0|609.4|615.0|77.12|19.0|640.4|649.0|99.3
8945|ESCUELA Y LICEO PAULINA VON MALLINCKRODT|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|59.0|433.0|428.0|103.34|59.0|436.1|445.0|85.96|41.0|445.6|442.0|82.02|37.0|433.2|423.0|75.13|69.0|549.8|539.0|99.23|69.0|562.9|539.0|116.82
8945|ESCUELA Y LICEO PAULINA VON MALLINCKRODT|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|56.0|454.7|458.0|89.42|56.0|443.5|445.0|88.22|37.0|475.0|479.0|71.24|28.0|436.4|439.5|73.77|67.0|588.4|594.0|109.71|67.0|612.4|606.0|135.29
24896|INSTITUTO DE TABANCURA DE PROVIDENCIA|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|363|CIENTÍFICO-HUMANISTA NOCTURNO|59.0|462.8|468.0|86.0|59.0|456.4|476.0|88.54|31.0|469.3|472.0|79.33|37.0|462.9|470.0|95.12|72.0|533.9|538.0|104.6|72.0|546.6|549.5|118.83
8930|LICEO B 42 TAJAMAR|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|228.0|515.3|513.5|91.08|227.0|489.3|493.0|89.21|129.0|530.2|538.0|89.86|147.0|491.9|498.0|84.21|239.0|693.7|702.0|86.84|239.0|702.8|709.0|93.38
8927|LICEO CARMELA CARVAJAL DE PRAT|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|279.0|601.7|600.0|83.32|279.0|572.2|586.0|90.23|134.0|600.3|597.0|90.23|200.0|589.5|597.0|79.44|285.0|724.2|731.0|55.07|285.0|744.8|751.0|67.79
8928|LICEO JOSE VICTORINO LASTARRIA|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|363|CIENTÍFICO-HUMANISTA NOCTURNO|21.0|449.2|453.0|90.69|22.0|456.1|476.0|93.55|12.0|405.7|410.0|88.66|13.0|451.8|444.0|80.07|27.0|567.6|591.0|112.05|27.0|580.6|597.0|127.54
8928|LICEO JOSE VICTORINO LASTARRIA|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|340.0|564.3|569.0|91.87|341.0|565.6|572.0|93.05|156.0|574.2|570.0|95.98|243.0|569.0|569.0|85.56|359.0|604.1|604.0|93.93|359.0|613.2|606.0|103.85
8926|LICEO Nº7 DE PROVIDENCIA LUISA SAAVEDRA|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|257.0|565.9|564.0|89.3|256.0|546.6|560.0|91.89|109.0|550.5|566.0|82.33|189.0|566.8|575.0|81.85|263.0|698.8|713.0|84.8|263.0|716.6|732.0|96.13
8925|LICEO POLIVALENTE ARTURO ALESSANDRI P.|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|198.0|499.3|494.5|88.75|193.0|492.6|501.0|96.57|107.0|505.2|514.0|86.27|121.0|493.9|493.0|95.07|211.0|603.2|599.0|103.43|211.0|623.1|618.0|121.18
8925|LICEO POLIVALENTE ARTURO ALESSANDRI P.|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|10.0|448.1|445.0|111.08|9.0|462.6|456.0|79.89|7.0|445.3|465.0|110.5|3.0|445.0|392.0|120.58|13.0|559.3|550.0|100.56|13.0|632.5|621.0|168.75
8997|WEXFORD COLLEGE N 2|REGION METROPOLITANA DE SANTIAGO|PROVIDENCIA|310|CIENTÍFICO-HUMANISTA DIURNO|38.0|527.3|540.0|113.95|38.0|479.4|485.0|98.29|25.0|505.6|529.0|100.38|21.0|528.6|533.0|66.62|43.0|541.3|549.0|99.55|43.0|567.2|578.0|119.05
26046|COLEGIO MANQUECURA CIUDAD DE LOS VALLES|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|310|CIENTÍFICO-HUMANISTA DIURNO|63.0|601.4|611.0|89.83|63.0|611.2|617.0|79.97|24.0|595.5|600.5|62.34|40.0|611.8|619.5|76.34|64.0|714.7|713.0|63.44|64.0|728.8|727.0|72.34
10187|COLEGIO BICENTENARIO MADRE ANA EUGENIA|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|310|CIENTÍFICO-HUMANISTA DIURNO|63.0|506.3|516.0|92.48|63.0|513.5|529.0|86.29|42.0|502.4|514.0|97.58|41.0|498.6|503.0|83.77|66.0|642.4|665.0|102.34|66.0|654.0|673.0|113.6
26365|COLEGIO BICENTENARIO SAN ALBERTO HURTADO DE PUDAHUEL|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|26.0|438.9|440.5|110.27|26.0|485.1|489.0|82.06|15.0|477.5|503.0|107.27|18.0|442.7|440.5|97.8|29.0|573.1|568.0|106.72|29.0|601.9|582.0|137.74
26365|COLEGIO BICENTENARIO SAN ALBERTO HURTADO DE PUDAHUEL|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|29.0|478.6|502.0|92.77|29.0|511.7|523.0|87.35|16.0|479.3|511.0|114.31|22.0|492.4|514.0|90.77|31.0|592.3|590.0|97.03|31.0|625.2|614.0|129.15
26365|COLEGIO BICENTENARIO SAN ALBERTO HURTADO DE PUDAHUEL|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|28.0|443.8|425.5|78.29|27.0|478.0|476.0|72.44|16.0|424.6|437.0|62.83|16.0|417.9|423.0|53.52|34.0|559.8|564.5|86.69|34.0|582.1|577.0|111.71
24790|COLEGIO EL PRADO|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|310|CIENTÍFICO-HUMANISTA DIURNO|24.0|445.0|438.0|89.6|24.0|454.1|466.0|72.12|18.0|485.4|484.5|79.37|12.0|443.8|457.5|77.64|25.0|568.0|582.0|121.74|25.0|606.3|598.0|159.53
25215|COLEGIO POLIV. GERONIMO DE ALDERETE|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|20.0|449.0|455.5|103.04|20.0|451.1|439.0|67.93|8.0|526.0|511.0|88.66|16.0|432.8|426.0|95.92|22.0|526.9|517.0|100.4|22.0|551.4|521.0|126.64
25215|COLEGIO POLIV. GERONIMO DE ALDERETE|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|62.0|485.8|497.0|107.59|62.0|509.7|512.5|87.96|34.0|500.3|519.0|95.69|41.0|491.2|500.0|81.95|68.0|572.8|579.0|97.18|68.0|613.0|617.0|131.87
24843|COLEGIO POLIV. SAN LUIS BELTRAN|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|363|CIENTÍFICO-HUMANISTA NOCTURNO|5.0|382.4|326.0|111.07|4.0|442.8|485.0|111.28|1.0|395.0|395.0|0.0|3.0|408.0|434.0|66.9|7.0|563.3|574.0|155.48|7.0|617.4|674.0|202.52
24843|COLEGIO POLIV. SAN LUIS BELTRAN|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|12.0|469.3|440.5|82.89|13.0|445.1|456.0|89.9|7.0|415.7|415.0|30.9|7.0|499.6|491.0|58.14|15.0|560.5|557.0|69.76|15.0|641.9|622.0|139.66
24843|COLEGIO POLIV. SAN LUIS BELTRAN|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|310|CIENTÍFICO-HUMANISTA DIURNO|22.0|499.1|545.0|110.34|20.0|495.9|510.0|113.61|15.0|489.4|508.0|93.73|10.0|519.5|534.5|68.09|27.0|596.6|582.0|111.21|27.0|642.5|617.0|147.99
12242|COLEGIO PUDAHUEL|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|10.0|409.0|415.0|81.87|9.0|468.4|445.0|62.53|4.0|428.5|428.5|11.62|7.0|385.0|384.0|94.26|22.0|499.3|474.0|114.23|22.0|535.5|482.0|154.86
24966|COLEGIO SAN FELIPE|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|310|CIENTÍFICO-HUMANISTA DIURNO|23.0|493.0|468.0|123.73|22.0|479.3|485.0|129.75|10.0|511.5|513.0|126.6|17.0|483.9|493.0|122.03|24.0|567.8|549.0|119.96|24.0|581.9|556.0|136.18
25895|COLEGIO SANTIAGO DE PUDAHUEL|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|310|CIENTÍFICO-HUMANISTA DIURNO|70.0|487.6|478.0|102.82|68.0|509.3|523.0|95.27|25.0|501.6|491.0|105.71|51.0|485.1|506.0|94.22|74.0|566.4|552.5|89.39|74.0|590.6|572.5|113.83
25922|COLEGIO TERRA AUSTRALIS|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|310|CIENTÍFICO-HUMANISTA DIURNO|59.0|499.0|502.0|101.92|58.0|509.6|516.0|75.05|39.0|522.9|529.0|105.91|39.0|466.8|449.0|89.13|62.0|539.3|531.0|89.5|62.0|568.6|546.0|121.76
12778|ESCUELAS DEL CARIÑO ALBORADA|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|363|CIENTÍFICO-HUMANISTA NOCTURNO|8.0|444.6|436.0|95.32|8.0|414.6|396.0|83.5|3.0|420.7|433.0|65.38|4.0|415.3|382.0|89.47|10.0|538.2|552.0|129.16|10.0|554.1|575.0|142.27
25496|INSTITUTO TECNOLOGICO SAN MATEO|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|48.0|460.3|470.5|88.06|47.0|448.7|456.0|71.39|28.0|457.9|461.0|74.27|25.0|440.3|455.0|65.62|69.0|585.4|579.0|97.04|69.0|598.8|585.0|111.06
25496|INSTITUTO TECNOLOGICO SAN MATEO|REGION METROPOLITANA DE SANTIAGO|PUDAHUEL|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|68.0|447.4|445.5|83.42|68.0|462.4|466.0|92.49|32.0|433.3|419.5|72.93|44.0|444.5|448.0|81.8|80.0|562.1|553.5|106.08|80.0|572.6|555.0|119.3
