rbd|nombre|región|comuna|cod_edu|rama_edu|total lectura|promedio lectura|mediana lectura|desviación lectura|total matemática|promedio matemática|mediana matemática|desviación matemática|total historia|promedio historia|mediana historia|desviación historia|total ciencias|promedio ciencias|mediana ciencias|desviación ciencias|total nem|promedio nem|mediana nem|desviación nem|total ranking|promedio ranking|mediana ranking|desviación ranking
1149|LICEO CORDILLERA|REGION DE VALPARAISO|PETORCA|710|TÉCNICO-PROFESIONAL AGRICOLA|16.0|377.9|349.5|107.01|16.0|416.0|422.0|64.72|13.0|414.9|424.0|67.99|6.0|397.3|403.0|83.48|20.0|562.9|550.0|132.4|20.0|610.3|577.0|176.81
1148|LICEO JOSE MANUEL BORGONO NUNEZ|REGION DE VALPARAISO|PETORCA|310|CIENTÍFICO-HUMANISTA DIURNO|21.0|481.6|468.0|84.07|21.0|449.4|445.0|103.53|15.0|470.6|472.0|81.77|14.0|492.1|494.5|44.01|23.0|653.2|632.0|110.19|23.0|665.6|635.0|121.9
1148|LICEO JOSE MANUEL BORGONO NUNEZ|REGION DE VALPARAISO|PETORCA|410|TÉCNICO-PROFESIONAL COMERCIAL|5.0|399.6|412.0|81.77|5.0|347.2|294.0|110.81|5.0|372.8|373.0|84.96|2.0|379.5|379.5|61.52|6.0|681.7|653.5|65.01|6.0|729.3|689.5|97.01
1148|LICEO JOSE MANUEL BORGONO NUNEZ|REGION DE VALPARAISO|PETORCA|363|CIENTÍFICO-HUMANISTA NOCTURNO|1.0||||0.0||||1.0||||1.0||||3.0||||3.0|||
1863|COLEGIO GENERAL JOSE VELASQUEZ BORQUEZ|REGION DE VALPARAISO|PUCHUNCAVI|363|CIENTÍFICO-HUMANISTA NOCTURNO|2.0||||2.0||||2.0||||0.0||||2.0||||2.0|||
1863|COLEGIO GENERAL JOSE VELASQUEZ BORQUEZ|REGION DE VALPARAISO|PUCHUNCAVI|310|CIENTÍFICO-HUMANISTA DIURNO|30.0|437.1|435.5|93.5|30.0|452.8|476.0|87.3|18.0|448.3|460.5|112.69|19.0|406.1|396.0|86.25|32.0|616.8|643.0|127.49|32.0|629.8|651.5|139.02
1863|COLEGIO GENERAL JOSE VELASQUEZ BORQUEZ|REGION DE VALPARAISO|PUCHUNCAVI|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|27.0|429.1|417.0|93.99|27.0|433.2|422.0|73.26|19.0|421.6|424.0|85.34|18.0|414.5|401.0|63.62|30.0|618.2|627.5|82.57|30.0|676.5|685.0|132.9
1864|COMPLEJO EDUCACIONAL SARGENTO ALDEA|REGION DE VALPARAISO|PUCHUNCAVI|363|CIENTÍFICO-HUMANISTA NOCTURNO|4.0|445.0|438.0|37.84|4.0|414.5|408.5|69.29|4.0|463.3|468.0|61.73|1.0|376.0|376.0|0.0|7.0|535.7|541.0|71.27|7.0|548.6|545.0|87.75
1864|COMPLEJO EDUCACIONAL SARGENTO ALDEA|REGION DE VALPARAISO|PUCHUNCAVI|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL COMERCIAL|14.0|426.4|409.0|100.02|14.0|449.5|471.0|85.26|10.0|415.2|394.5|67.08|13.0|398.0|380.0|86.37|16.0|634.6|644.0|97.8|16.0|645.4|650.5|109.87
1864|COMPLEJO EDUCACIONAL SARGENTO ALDEA|REGION DE VALPARAISO|PUCHUNCAVI|310|CIENTÍFICO-HUMANISTA DIURNO|5.0|393.6|412.0|113.21|5.0|467.8|493.0|144.91|3.0|411.0|362.0|106.33|4.0|379.5|399.0|84.73|8.0|598.1|590.5|93.17|8.0|642.5|642.0|119.52
1864|COMPLEJO EDUCACIONAL SARGENTO ALDEA|REGION DE VALPARAISO|PUCHUNCAVI|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|27.0|402.4|395.0|75.16|27.0|438.9|445.0|66.39|22.0|406.3|403.0|82.48|19.0|398.4|390.0|64.67|30.0|593.3|583.0|97.53|30.0|599.9|583.0|107.61
40381|COLEGIO ACONCAGUA EDUCA|REGION DE VALPARAISO|PUTAENDO|363|CIENTÍFICO-HUMANISTA NOCTURNO|5.0|375.2|333.0|116.05|5.0|409.6|409.0|115.5|4.0|477.0|490.0|77.21|2.0|405.0|405.0|19.8|5.0|602.4|617.0|138.55|5.0|621.4|626.0|162.54
14819|COLEGIO CERVANTINO|REGION DE VALPARAISO|PUTAENDO|310|CIENTÍFICO-HUMANISTA DIURNO|19.0|488.8|492.0|136.27|19.0|505.4|509.0|100.78|13.0|473.8|497.0|131.04|12.0|494.1|519.0|98.69|20.0|602.7|591.0|138.81|20.0|628.3|595.0|164.35
1316|COLEGIO MARIE POUSSEPIN|REGION DE VALPARAISO|PUTAENDO|310|CIENTÍFICO-HUMANISTA DIURNO|23.0|494.5|502.0|115.07|21.0|504.1|493.0|85.12|15.0|519.5|508.0|94.78|9.0|496.7|531.0|82.89|24.0|616.3|604.0|118.66|24.0|671.0|681.5|153.86
1301|LICEO MANUEL MARIN|REGION DE VALPARAISO|PUTAENDO|410|TÉCNICO-PROFESIONAL COMERCIAL|3.0|323.0|311.0|94.57|2.0|400.5|400.5|106.77|2.0|428.0|428.0|62.23|2.0|481.0|481.0|1.41|5.0|512.0|496.0|35.19|5.0|530.8|496.0|60.72
1301|LICEO MANUEL MARIN|REGION DE VALPARAISO|PUTAENDO|310|CIENTÍFICO-HUMANISTA DIURNO|5.0|464.0|443.0|87.26|5.0|473.6|476.0|46.79|4.0|472.8|456.0|94.42|3.0|439.0|462.0|105.4|11.0|495.5|447.0|155.44|11.0|507.9|447.0|174.3
1301|LICEO MANUEL MARIN|REGION DE VALPARAISO|PUTAENDO|510|TÉCNICO-PROFESIONAL INDUSTRIAL|8.0|359.3|370.5|62.79|8.0|403.1|382.5|87.8|7.0|374.6|362.0|57.34|6.0|374.0|383.0|51.06|9.0|513.0|484.0|89.94|9.0|549.2|484.0|141.56
1302|LICEO RINCONADA DE SILVA|REGION DE VALPARAISO|PUTAENDO|310|CIENTÍFICO-HUMANISTA DIURNO|3.0|441.0|453.0|57.94|3.0|398.3|456.0|117.63|2.0|471.0|471.0|19.8|1.0|460.0|460.0|0.0|5.0|439.6|478.0|74.05|5.0|440.2|478.0|74.32
1400|CEIA EDUCACIÓN PARA TODOS|REGION DE VALPARAISO|QUILLOTA|363|CIENTÍFICO-HUMANISTA NOCTURNO|9.0|401.1|353.0|136.83|8.0|414.4|414.0|74.5|5.0|475.2|491.0|66.91|3.0|433.7|462.0|157.42|23.0|558.1|552.0|127.09|23.0|579.2|571.0|149.27
14628|CENTRO DE ESTUDIOS IBERO CHILE|REGION DE VALPARAISO|QUILLOTA|363|CIENTÍFICO-HUMANISTA NOCTURNO|10.0|428.6|428.0|116.48|10.0|438.1|433.5|58.04|5.0|454.2|524.0|177.38|7.0|395.7|413.0|82.16|13.0|579.5|578.0|102.38|13.0|587.2|579.0|112.21
14208|CENTRO INTEGRAL DE EDUCACION DE ADULTOS|REGION DE VALPARAISO|QUILLOTA|563|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|3.0||||3.0||||3.0||||0.0||||4.0||||4.0|||
14208|CENTRO INTEGRAL DE EDUCACION DE ADULTOS|REGION DE VALPARAISO|QUILLOTA|363|CIENTÍFICO-HUMANISTA NOCTURNO|23.0|411.4|428.0|87.01|22.0|414.5|422.0|81.63|17.0|435.0|450.0|81.14|9.0|423.6|413.0|85.39|47.0|550.7|535.0|121.1|47.0|571.7|536.0|144.29
1403|COL.NTRA.SEÑORA DEL HUERTO|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|30.0|495.8|502.0|87.46|30.0|502.8|501.0|73.01|20.0|502.8|516.0|81.21|17.0|475.8|482.0|77.58|31.0|649.6|654.0|92.71|31.0|669.3|671.0|108.36
14770|COL.PRECURSOR FRANCISCO DE MIRANDA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|61.0|527.7|521.0|97.48|60.0|565.2|581.0|93.49|38.0|543.4|553.0|101.4|44.0|523.2|518.5|90.19|63.0|631.0|615.0|99.38|63.0|641.3|622.0|108.14
1371|COLEGIO BICENTENARIO ARAUCO|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|38.0|472.5|465.5|74.67|38.0|485.5|480.5|79.45|20.0|457.1|437.5|125.12|26.0|476.2|463.0|80.96|42.0|652.6|658.5|110.23|42.0|673.3|678.5|128.57
14397|COLEGIO CRISTIANO DE QUILLOTA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|8.0|418.3|395.5|131.46|9.0|428.6|409.0|70.79|7.0|432.0|472.0|73.5|6.0|467.8|462.0|97.55|12.0|504.3|520.5|89.74|12.0|564.9|580.5|150.08
11230|COLEGIO DE ADULTOS PROFESOR MANUEL GUERRERO CEBALLOS|REGION DE VALPARAISO|QUILLOTA|363|CIENTÍFICO-HUMANISTA NOCTURNO|33.0|308.7|303.0|75.45|32.0|400.7|409.0|72.86|32.0|332.5|325.0|71.87|31.0|348.3|356.0|75.89|36.0|511.8|504.0|108.66|36.0|536.4|504.0|140.67
1392|COLEGIO FRANCISCO DE MIRANDA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|100.0|561.6|564.0|89.68|100.0|570.7|586.0|92.87|71.0|544.7|538.0|99.48|78.0|530.2|547.0|107.14|102.0|640.7|648.0|88.67|102.0|655.4|658.0|101.69
14913|COLEGIO GALILEO|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|19.0|490.3|497.0|113.62|18.0|508.3|532.0|101.31|10.0|501.5|496.5|103.08|14.0|506.0|468.0|85.53|22.0|583.8|574.5|97.48|22.0|602.5|580.5|119.52
14270|COLEGIO GOBERNADOR CONCHA Y SALVATIERRA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|30.0|482.1|475.5|106.1|30.0|481.7|501.0|100.16|22.0|507.6|503.0|110.7|16.0|475.6|483.5|107.95|32.0|609.2|601.5|103.53|32.0|622.9|607.0|117.0
1405|COLEGIO INGLES DE QUILLOTA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|48.0|456.1|460.5|91.9|49.0|446.0|445.0|96.48|35.0|462.3|457.0|97.98|29.0|442.9|462.0|84.85|54.0|587.4|571.0|114.44|54.0|608.5|581.0|136.34
1393|COLEGIO NIÑO JESUS DE PRAGA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|69.0|479.3|473.0|106.09|69.0|509.8|516.0|88.39|46.0|491.2|479.0|92.89|50.0|477.7|474.0|101.13|74.0|654.3|656.5|89.76|74.0|669.9|669.0|101.47
14673|COLEGIO NUEVA ERA SIGLO XXI QUILLOTA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|21.0|482.2|458.0|88.4|21.0|450.5|445.0|102.86|13.0|461.3|442.0|82.88|13.0|460.4|462.0|95.89|23.0|557.7|538.0|115.03|23.0|592.5|540.0|156.57
14594|COLEGIO QUILLOTA TERRANOVA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|25.0|504.8|492.0|76.27|25.0|486.2|485.0|83.99|9.0|450.2|450.0|137.91|17.0|478.1|486.0|100.17|27.0|637.3|637.0|84.04|27.0|650.7|640.0|100.11
1370|COLEGIO REPÚBLICA DE MÉXICO|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|20.0|458.4|438.0|85.71|19.0|446.4|456.0|85.97|8.0|504.0|518.0|104.53|14.0|416.3|423.5|89.12|24.0|559.0|572.5|124.99|24.0|609.4|632.5|167.43
1412|COLEGIO ROBERT AND ROSE|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|28.0|529.9|552.0|100.98|28.0|552.2|566.0|92.82|20.0|548.6|557.0|75.77|17.0|548.0|562.0|71.15|28.0|600.1|590.5|118.0|28.0|621.7|606.0|138.58
1367|COLEGIO ROBERTO MATTA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|15.0|436.0|453.0|68.65|15.0|433.1|445.0|76.77|11.0|434.0|457.0|135.52|7.0|421.3|421.0|40.62|16.0|622.8|618.0|98.98|16.0|653.0|644.5|123.93
12295|COLEGIO SAN IGNACIO DE LA SSALLE|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|38.0|570.4|600.0|99.91|38.0|591.6|612.5|99.14|19.0|596.9|602.0|94.48|30.0|590.5|605.5|101.58|39.0|714.8|731.0|95.73|39.0|716.8|732.0|97.42
1395|COLEGIO SAN PEDRO NOLASCO DE QUILLOTA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|61.0|504.1|502.0|69.03|62.0|493.2|512.5|91.49|40.0|488.3|494.0|83.76|42.0|481.0|480.0|73.35|64.0|586.7|580.0|106.33|64.0|620.5|607.0|135.8
14901|COLEGIO SIMON BOLIVAR|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|48.0|514.9|507.0|87.04|47.0|526.4|523.0|79.42|30.0|499.8|505.5|89.04|32.0|532.9|546.0|61.15|51.0|648.5|648.0|95.77|51.0|665.2|662.0|107.49
14671|COLEGIO TIERRA DEL FUEGO|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|44.0|509.1|497.0|105.01|43.0|494.0|523.0|97.39|38.0|484.5|500.0|103.27|21.0|492.0|493.0|97.55|48.0|580.4|567.0|99.48|48.0|599.4|578.0|118.29
1364|COLEGIO VALLE DE QUILLOTA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|35.0|486.1|502.0|99.97|35.0|491.8|493.0|123.3|30.0|495.8|516.0|123.37|25.0|503.1|499.0|103.68|37.0|601.1|610.0|120.47|37.0|622.8|627.0|140.12
14476|COLEGIO VALLE DEL ACONCAGUA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|19.0|551.6|564.0|105.72|19.0|594.1|611.0|69.98|13.0|515.4|533.0|144.54|12.0|502.9|531.5|124.8|19.0|656.6|665.0|81.63|19.0|665.4|672.0|89.24
1368|ESCUELA BASICA CANADA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|15.0|435.5|433.0|71.88|16.0|441.3|450.5|81.32|6.0|482.0|476.5|72.69|13.0|428.3|434.0|89.38|19.0|616.7|610.0|89.19|19.0|676.6|667.0|129.61
1397|ESCUELA PARTICULAR INDUSTRIAL E. BERTELSEN TEMPLE|REGION DE VALPARAISO|QUILLOTA|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|109.0|443.4|443.0|81.14|108.0|454.6|456.0|87.3|79.0|446.9|457.0|99.34|62.0|455.6|452.0|86.07|119.0|558.3|550.0|87.46|119.0|598.6|583.0|122.62
1404|INSTITUTO RAFAEL ARIZTIA|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|124.0|600.8|611.0|82.89|123.0|595.6|605.0|82.29|58.0|592.6|588.0|89.72|89.0|600.1|594.0|64.44|126.0|693.1|702.0|89.1|126.0|699.2|708.0|93.96
14206|LICEO AGRICOLA DE QUILLOTA|REGION DE VALPARAISO|QUILLOTA|710|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA|9.0|392.9|407.0|89.79|9.0|414.6|409.0|81.31|6.0|421.7|449.5|73.74|7.0|378.0|392.0|91.72|14.0|522.9|511.5|94.49|14.0|538.1|511.5|116.73
1366|LICEO COMERCIAL DE QUILLOTA|REGION DE VALPARAISO|QUILLOTA|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|11.0|452.5|438.0|58.06|11.0|412.4|422.0|85.19|11.0|480.6|485.0|67.22|5.0|477.6|465.0|60.74|12.0|635.6|684.5|116.15|12.0|656.8|709.5|131.98
1366|LICEO COMERCIAL DE QUILLOTA|REGION DE VALPARAISO|QUILLOTA|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|42.0|426.3|440.5|77.76|42.0|419.7|422.0|107.74|33.0|441.0|442.0|57.77|21.0|428.3|423.0|92.53|46.0|600.4|579.0|127.89|46.0|615.0|579.0|144.98
1363|LICEO SANTIAGO ESCUTI ORREGO|REGION DE VALPARAISO|QUILLOTA|310|CIENTÍFICO-HUMANISTA DIURNO|54.0|430.4|425.5|99.06|54.0|440.2|445.0|99.5|31.0|443.3|442.0|77.23|33.0|436.3|419.0|86.67|76.0|603.4|587.5|95.89|76.0|623.3|600.0|114.13
1894|CENTRO DE EDUCACION DE ADULTOS|REGION DE VALPARAISO|QUILPUE|363|CIENTÍFICO-HUMANISTA NOCTURNO|18.0|449.6|453.0|76.75|17.0|415.6|422.0|67.87|11.0|436.3|442.0|68.28|10.0|446.4|458.0|60.95|37.0|537.3|521.0|123.8|37.0|546.2|523.0|132.12
1894|CENTRO DE EDUCACION DE ADULTOS|REGION DE VALPARAISO|QUILPUE|663|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|1.0||||2.0||||1.0||||0.0||||3.0||||3.0|||
1894|CENTRO DE EDUCACION DE ADULTOS|REGION DE VALPARAISO|QUILPUE|563|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|3.0|393.7|390.0|77.57|3.0|364.7|369.0|130.55|2.0|371.5|371.5|47.38|1.0|489.0|489.0|0.0|6.0|470.3|438.0|64.31|6.0|477.3|447.5|68.96
14237|COL.NUESTRA SRA.DE LAS MERCEDES|REGION DE VALPARAISO|QUILPUE|363|CIENTÍFICO-HUMANISTA NOCTURNO|2.0||||1.0||||0.0||||1.0||||6.0||||6.0|||
14237|COL.NUESTRA SRA.DE LAS MERCEDES|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|18.0|477.7|448.0|128.24|17.0|479.8|476.0|63.14|17.0|475.9|472.0|82.43|15.0|449.2|429.0|94.62|19.0|551.9|538.0|144.28|19.0|572.1|543.0|169.18
1757|COLEGIO ACONCAGUA|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|200.0|547.5|545.0|94.77|199.0|551.8|564.0|91.19|92.0|577.5|574.0|97.02|143.0|551.7|557.0|87.55|203.0|670.6|680.0|89.75|203.0|675.7|685.0|93.17
14299|COLEGIO ADVENTISTA|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|37.0|500.8|516.0|97.52|36.0|467.5|456.0|83.35|23.0|504.6|524.0|96.21|18.0|495.6|496.5|77.67|39.0|673.5|643.0|81.91|39.0|698.9|684.0|98.1
14677|COLEGIO CAPITAN ARTURO PRAT CHACON|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|19.0|498.7|497.0|109.08|18.0|475.8|508.5|86.16|15.0|471.3|472.0|69.14|12.0|482.7|470.0|49.14|19.0|539.7|489.0|149.47|19.0|568.8|489.0|183.94
14771|COLEGIO CARLOMAGNO|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|12.0|523.2|537.5|121.9|12.0|516.0|512.0|113.33|7.0|509.9|503.0|130.49|10.0|534.9|518.0|95.61|12.0|665.4|678.0|124.45|12.0|673.8|687.0|129.66
14365|COLEGIO CHARLES DICKENS|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|18.0|478.7|473.0|82.52|18.0|446.8|471.0|88.7|8.0|521.8|535.5|72.85|12.0|430.4|440.5|77.46|18.0|516.2|503.5|85.02|18.0|530.4|504.5|103.98
14508|COLEGIO COEDUC|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|28.0|611.1|611.5|84.27|28.0|609.8|609.5|70.21|9.0|562.3|570.0|87.81|24.0|594.2|612.5|59.46|28.0|737.2|724.0|77.02|28.0|750.8|737.0|85.54
1937|COLEGIO COEDUCACIONAL PART. QUILPUE|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|17.0|588.5|579.0|103.81|17.0|602.9|627.0|119.49|11.0|583.2|585.0|114.91|11.0|591.1|579.0|75.04|18.0|657.0|637.0|104.59|18.0|662.7|637.0|112.17
1911|COLEGIO CREP|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|33.0|513.3|511.0|91.89|33.0|484.2|476.0|87.23|13.0|539.4|574.0|128.83|23.0|475.3|493.0|108.22|34.0|604.6|612.5|88.13|34.0|610.7|613.5|94.34
1923|COLEGIO CRISTIANO DE QUILPUE|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|70.0|472.7|468.0|89.69|70.0|460.4|456.0|90.16|31.0|467.3|457.0|108.5|48.0|469.8|480.0|86.46|73.0|582.1|578.0|117.0|73.0|608.8|591.0|143.3
14642|COLEGIO CRISTIANO EMBAJADORES DEL REY|REGION DE VALPARAISO|QUILPUE|363|CIENTÍFICO-HUMANISTA NOCTURNO|10.0|409.0|381.0|86.7|10.0|391.6|396.0|73.66|6.0|435.2|433.0|113.48|6.0|381.8|410.0|116.73|9.0|491.4|462.0|108.93|9.0|518.6|462.0|139.7
14642|COLEGIO CRISTIANO EMBAJADORES DEL REY|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|26.0|459.0|460.5|104.69|26.0|466.2|471.0|92.95|13.0|462.5|450.0|124.81|17.0|498.1|520.0|94.01|26.0|549.4|520.0|118.4|26.0|575.5|520.0|149.86
40436|COLEGIO DE LAS ARTES Y LETRAS BETHEL DE QUILPUE|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|11.0|493.8|516.0|93.88|11.0|440.6|445.0|102.91|9.0|420.9|433.0|95.99|9.0|470.8|462.0|86.77|12.0|556.4|552.5|127.82|12.0|570.6|565.5|141.46
1941|COLEGIO EL BELLOTO|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|41.0|495.9|488.0|82.52|41.0|479.6|493.0|95.85|20.0|457.9|450.0|96.02|26.0|501.8|487.0|61.27|44.0|571.0|569.0|96.97|44.0|588.1|580.0|113.59
1934|COLEGIO ESPERANZA|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|117.0|513.2|521.0|87.27|117.0|526.0|540.0|92.0|68.0|516.0|508.0|98.91|75.0|525.3|525.0|82.43|122.0|644.7|651.0|91.59|122.0|650.1|654.5|95.71
1889|COLEGIO FERNANDO DURAN VILLARREAL|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|8.0|433.5|406.5|107.38|8.0|424.8|439.0|124.15|6.0|466.3|437.5|144.56|4.0|408.3|398.5|68.92|9.0|614.2|599.0|90.49|9.0|639.2|617.0|114.93
31445|COLEGIO FUNDADORES DE QUILPUE|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|13.0|556.2|540.0|69.57|13.0|551.8|576.0|110.11|11.0|566.4|570.0|75.22|5.0|576.2|585.0|36.44|13.0|648.1|702.0|130.47|13.0|684.2|751.0|157.41
14687|COLEGIO GEA|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|31.0|493.1|478.0|86.28|30.0|501.7|505.0|76.59|20.0|512.0|511.0|86.89|15.0|461.3|449.0|87.88|33.0|621.8|626.0|103.25|33.0|649.3|657.0|125.63
1919|COLEGIO H. F. CAMILO HENRIQUEZ|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|42.0|554.2|566.5|102.9|42.0|572.1|557.5|94.94|24.0|560.1|564.0|85.13|31.0|581.2|579.0|104.8|42.0|730.9|771.0|97.77|42.0|745.5|793.0|106.32
1880|COLEGIO INDUSTRIAL ANDRES BELLO LOPEZ|REGION DE VALPARAISO|QUILPUE|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|20.0|413.8|404.0|76.62|20.0|445.8|455.5|79.58|16.0|436.1|437.5|97.53|13.0|423.4|423.0|87.97|23.0|497.6|525.0|123.87|23.0|528.0|549.0|153.09
14717|COLEGIO LAS AMERICAS|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|28.0|507.3|504.5|65.36|28.0|482.1|493.0|75.49|13.0|498.8|497.0|48.68|20.0|460.7|468.5|61.87|28.0|584.9|590.5|82.66|28.0|599.0|601.0|96.16
1909|COLEGIO LIAHONA|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|112.0|520.4|518.5|76.96|112.0|506.0|512.5|97.89|60.0|550.1|551.0|80.16|75.0|508.1|525.0|95.95|115.0|646.7|648.0|99.5|115.0|659.4|655.0|111.3
1918|COLEGIO LOS LEONES DE QUILPUE|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|39.0|494.0|492.0|94.19|39.0|487.8|501.0|96.86|25.0|492.3|503.0|86.15|32.0|475.1|482.5|86.67|45.0|577.6|578.0|121.68|45.0|609.3|593.0|153.81
14359|COLEGIO LOS REYES|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|127.0|525.7|530.0|91.01|127.0|528.1|540.0|86.51|57.0|520.4|519.0|92.44|90.0|518.3|527.0|86.61|131.0|644.1|637.0|96.73|131.0|652.2|640.0|104.72
1881|COLEGIO LUIS CRUZ MARTÍNEZ|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|29.0|472.9|443.0|127.7|29.0|472.3|466.0|80.77|24.0|475.9|474.0|93.85|15.0|485.1|478.0|85.15|35.0|624.3|643.0|99.06|35.0|694.3|730.0|141.96
1886|COLEGIO MANUEL BULNES PRIETO|REGION DE VALPARAISO|QUILPUE|310|CIENTÍFICO-HUMANISTA DIURNO|14.0|475.3|473.0|74.52|14.0|463.0|445.0|88.03|11.0|464.9|514.0|91.01|5.0|479.6|493.0|85.58|16.0|609.9|596.5|113.16|16.0|651.8|619.5|148.44
14545|COLEGIO MERCEDES LEMUS ZAMORA|REGION DE VALPARAISO|QUILPUE|363|CIENTÍFICO-HUMANISTA NOCTURNO|39.0|417.6|433.0|85.4|37.0|418.8|434.0|77.91|25.0|429.6|433.0|73.29|19.0|458.2|449.0|68.95|67.0|566.6|548.0|115.84|67.0|580.8|563.0|124.82
